Alfreda;Lyduch
Eunika;Skrzela
Malina;Majchrycz
Bernardyna;£angowicz
Aurelia;Pradkowiak
Dobrochna;Mielcorek
Wioletta;Sztandera
Irmina;Tarcykiewicz
Anita;Lichniak
Filipina;Moniczewski
Dalila;Brunskiewicz
Inez;Tenety³o
Dobis³awa;Sping
Jagna;Jendriczka
Klaudia;Œwidergol
Janina;Bartys
Œwiêtochna;Cha³owski
Halina;Lob
Goœcis³awa;Krauce
Jowita;Rodhammer
Juda;Oszek
Kordelia;Wudarczyk
Sêdzis³awa;Bonrowska
Mira;Ballowski
Wilma;Pojnowska
Ruta;Forwarków
Honorata;£obanów
Dobrochna;Krzydzmoniak
Klementyna;Ksiê¿aniakiewicz
Boguwola;Nantka
Emma;Jochm
Krzysztofa;Iwanikow
Eugenia;Stekich vel Sztekich
Klarysa;Sudzius
Kinga;Cze³epis
Klaudyna;Lindziñski
Gloria;Siebor
Lubomi³a;Wyrna
Wrócis³awa;Pawliczuk
Potencjana;Kulor
Stronis³awa;Kierniczna
Lechos³awa;Horasimowicz
Renata;Pajgert
Erazma;Milesiewicz
Wyszeniega;Kupferschmied
Maja;Ciœko
Zenona;Korobiej
Aurela;Studyñska
Adolfina;Sztajbart
Emilia;Stachur
Rafaela;Masiewska
Hermina;Sobieszek
Loretta;Dekozarzów
Gizela;Muczynis
Sebastiana;Opasek
Sebastiana;Grychuta
Areta;Ganton
Beda;Stêpaniak
Flawia;Kicnnert
Katarzyna;Kucapski
Kamelia;Sekie³yk
¯anna;Kirycy
Eunika;Tetkiewicz
Liliana;Buchowiec
Wilma;Ambrózko
Fabia;B¹das
Dalida;Koziuryn
Boles³awa;Kiewieæ
Oktawia;Pecela
Maria Magdalena;Bednalek
Mindora;Siniawski
Ewdokia;Pukal
Eunika;Ksawera
£ucja;Ciubiñski
Lora;Rebaczenko
Iga;Ornawko
Boles³awa;Szereda
Przec³awa;Ba³asik
Halina;Rozniata
Fabiola;Jarosik
Beatrycze;Idecki
Kaja;Lankowicz
Benigna;Pajto
Ita;Biryta
Brygida;Myrcha
Zelmira;Eisenbach
Rebeka;Elmborg
Dobrawa;Okaniewski
Toma;Gruczkowicz
Ludmi³a;Ko³adziejczyk
Dagmara;Jaslon
Œwiêtomira;Gorszowski
Justyna;Garbacziok
Strze¿ys³awa;Achramowicz
Domas³awa;Palunin
Jarmi³a;Alifierczyk
Adriana;£ysobej
Pudecjanna;B³a¿wiak
Celestyna;Fidziñski
Sabina;Gwidek
Rachela;Linecki
Daria;Godfryt
Ozanna;Rynda³
Tadeusza;Sionek
Ryszarda;Tarcha³o
S³awa;Nomarska
Konradyna;Boris
Gertruda;Œla¿eñska
Fausta;Lewociuk
Agrypina;Gietrych
Rebeka;Szudrowski
Aurelia;Katu³a
Eligia;Sierok
Mechtylda;Stompór
Sobies³awa;Chryka
Eufemia;Sprawna
Rajmunda;Jewtuszko
Ariadna;Fundytus
Edmunda;Skrypiñska
Amata;Felendziak
Iwetta;Czeczoch
Odila;Pakisz
Kleopatra;Syzomienko
Neomi³a;Pyrzakowski
Stanis³awa;Klewender
Beatrycze;Dobañska
Fabiola;Domañczyk
Melania;Dochalski
Manuela;Jatuszczyk
Pulcheria;Sermet
Faustyna;Gozdowa
Margareta;Dradroch
Wac³awa;Anichowski
Tomis³awa;Gumena
Enema;K³apik
Placydia;Pocztowa
Seweryna;Szêszok
Boles³awa;Kinoch
Angelika;Suchorzepa
Sobies³awa;Kubiszew
Bo¿ys³awa;Odor
Zenona;Lebreæ
Wilhelmina;Bubrow
Karolina;Mosson
Boguta;Fieden
Chwalis³awa;Bebejewski
Grzymis³awa;P³achky
Patrycja;Gramerski
Filomena;Szwejder
Izabela;Tomañska vel Tuman
Lucyna;Sterczy³o
Zuzanna;Orelt
Serafina;Merle
Edmunda;Meresiñski
Lea;Cierachowicz
Jaœmina;Standrowicz
Leonia;Barabasch
Mina;Migusiewicz
Pryska;Œwidczak
Dorota;Duœko
Berenike;Szypczyn
Œwiêtomira;Sinik
Lucja;Schutzmann
Judyta;Donesch
Narcyza;Giegier
Godzis³awa;Mada³a
Lucyna;Gojczyk
Walentyna;Rozdzielski
Sybilla;Siuœ
Gallina;Wêgielek
Lubomi³a;Burzetzky
Bo¿ena;Nadzia³a
Szymoneta;Dlugaj
Lucja;Dyrba³a
Asteria;Konczyñski
Tomis³awa;Kulbicki
Kazimiera;Zabrzeñski
Eudokia;Knesaj
Katarzyna;P³ócieñczak
Elwira;Goncelewski
Taida;Dytnerski
Leonarda;KoluŸniak
Rudolfina;Bi³ojan
Symforiana;Penter
Ingeborga;Nanag
Romualda;¯rebna
Rebeka;Najgum
Telimena;Heseler
Jaros³awa;Szulborski
Tatiana;Gerkiewicz
Kryspina;Bedyna
Kaliksta;Mizerny
Monika;Nowacki
Teodoryka;Wo³owczuk
Wiwanna;Œciglur
Bratumi³a;Grzyzga
Malwina;Szkopniak
Wis³awa;Wêdzin
Kazimiera;Brila
Konstancja;Œmitka
Areta;Onesin
Wilma;Dziomkowska
Lucja;Kreskijan
¯anna;Niepañ
S³awomira;Pfeffer
Amelia;Michler
Blanka;Pózio
Mechtylda;Droppa
Hermenia;Hylicki
Sulimiera;Glejczyk
Mironiega;Hodurski
Koleta;Roraff
Petronia;Zdrul
Edmunda;Cichinia
Dagmara;Sierkutowicz
Wszebora;Byrzan
Placydia;Szels
Amata;Remferd
Sêdzis³awa;Bugajda
Urszula;Kerczyñski
Balbina;Grasa
Sabina;Fursa
Ma³gorzata;Polonez
Domicela;Z³akowski
¯aklina;Czufin
Lora;Kuæmirski
Angela;Krutkopat
Wiêcemi³a;Kurczal
Faustyna;Przyjemczak
Teodoryka;Cygieldorf
Faustyna;Austro
Lilianna;Jelnicki
Beatrycze;Burzycki
S³awomira;Dzialakowska
Talita;Plechimowicz
Klotylda;Pogoñski
Ciechos³awa;Machotin
Czes³awa;Miewno
Iwetta;O¿ibko
Borzys³awa;Sullej
Edyta;Raszewski
Mi³a;Kurtzman
Krystyna;Kucharzewski
Rena;Galati
Huberta;Moœciszko
Hiacynta;Ladochowski
Florentyna;Mie³ta
Ludomi³a;Czychryñski
Kwiryna;Reudygier
Georgina;Steremski
Leokadia;Podrzutek
Klarysa;Karkiñska
Jewdocha;Zahner
Tatiana;Zachmacz
Geraldyna;Gêmarska
Krystiana;Stolp
Julita;Szurma
Judyta;Zdojewska
Dominika;Zahir
Rachela;Kazkiewicz
Lucja;Zagunis
Wielis³awa;Nagrodkiewicz
Dianna;Rozgonów
Anatolia;Duwal
Berenika;Klips
Symforiana;Niszof
Idalia;Choszowski
Monika;Dadamka
Pelagia;Harlak
Lilla;Broniak
Swiet³ana;Sirg
Edwarda;Brejdak
Albina;Kasztelewicz
Klarysa;Czeres³o
Ksymena;Œlipenko
Jolanta;Gr¹bliniak
Liliana;Bochorek
Manuela;Heitzer
Sylwana;Lezinek
Laura;Dziuryk
Izabela;Galula
Angela;Dza³a
Dianna;Neudel
Edwarda;Rublewski
Lucyna;Ga³zunów
Milenia;Œniger
Dobrawa;Zduñ
Kordula;Sznaus
Aisza;Plewnia
Olimpia;Wenorowska
Mi³a;Torbos
¯ywia;Cwojdrak
Gaudencja;Paesk
Fabia;Zeme³ka
Maryla;Czystochorska
Raissa;Ko³odziejczak
Adria;Blasa
Blanka;Poborowski
Zelmira;Korszeñ
Emma;Dyniszczuk
Rena;Kuredek
Leontyna;Dubanosow
Olimpia;Naliñski
Lubosza;Grzebielichowski
Konrada;Krykoñ
Salomea;Ulidowski
Arleta;Kiery³ów
Jolanda;Kierb³owski
Przec³awa;Wobser
Sandra;Smigu³a
Eudoksja;Walterowski
Dominika;Lulejko
Afrodyta;Iwota
Eligia;Augun
Zefiryna;Taszlicka
Aspazja;Staczuch
Bo¿ys³awa;Pele
Ewelina;Marucka
Ewdokia;Slebiedziñska
Glikeria;Ohak
Telis³awa;Szna³bel
Liza;Spa³ak
Dezyderia;Krutul
Leopoldyna;Waleñczyk
Aspazja;Materla
Samanta;S³oñczewski
Enema;Pêka³
Paulina;Wiadawska
D¹brówka;Czaras
Petronela;£abajski
Eufemia;Lotter
Patrycja;Kozib¹k
Ifigenia;Pycon
Fausta;Lew-Starowicz
Wioletta;Handszur
Laza;Mischki
Angela;Talus
Wiera;Nag³y
Katarzyna;Babilon
Lukrecja;Topinka
Apolonia;Opieka
W³oœcis³awa;Ramucki
Emiliana;Dura
Norma;Kuternowski
Telimena;Korcfeld
Erazma;Chitruk
Sara;Dymorczyk
Edwarda;¯ymowski
Olga;Schip
Hildegarda;Kurpienik
Milenia;Oszwic
Ignacja;S³óka
Magdalena;Pylarz
Trzebis³awa;Dedewicz
Bazylissa;Ta³abañska
Pia;Pasypek
Oliwia;Kornowski
Talita;Osenko
Irina;Dadzibug
Józefa;Dapciuch
Samanta;Woluszewski
Ditta;Domonek
Klarysa;Ostrzewski
Marlena;W¹dek
Dobies³awa;Ro¿ana
Bogna;Brydun
Sylwana;Œwircz
Halszka;Burszczyn
Nikita;Chwoszcz
Dezyderia;Jadalska
Danuta;Szreniawicki
Rena;Manienko
Martyna;Ocipka
Nonna;Chobieniecki
Ernesta;Baling
Martyna;Gryszka
Wiêces³awa;Czrnigiewicz
W³oœcis³awa;Denega
Julita;Œpiorek
Norma;Kazorczyk
Eufemia;Todwen
Marcelina;Sagoniewicz
Dezyderia;Cienk
Tomis³awa;¯oruñ
Pêcis³awa;Szykalski
Wac³awa;Binias
Radomi³a;Rozmajty
Pryska;Ma³uœniak
Boguchwa³a;Wywrzycki
Marcjanna;Jêczkiewicz
Justyna;Piecielski
Ilia;Rogu¿
Marcelina;Zielskowski
W³oœcis³awa;Hrywaczewski
Dobromira;Nigbor
¯ywia;Derdak
Dobromira;Nykulak
Szymoneta;Junczyñska
Bo¿ena;Klupczewski
Strze¿ys³awa;Kataryñczyk
Maura;Ganiko
Oktawia;Biems
El¿bieta;Matuœka
Amiceta;Grzegu³a
Larysa;Smiczek
Aga;Widok
Bernardeta;Kojalidis
Urszula;Georgopulu
Eligia;Ciurba
Galla;Hoinka
Miros³awa;£udyñ
Klarysa;¯ygis
Ernestyna;Kwiatusiñski
Sylwana;Ciepo³owicz
Wrócis³awa;Hauza
Eligia;Piejaœ
Rajmunda;Kóœ
Seweryna;Strzêpko
Leonarda;Gorszczuk
Siecies³awa;Tyndyko-Giermañski
Edda;Sersisko
Marlena;Œwistro
Izolda;Fratas
Wac³awa;Czymboran
Olimpia;Deroziñski
Roksana;Powagowski
Eleonora;Œwieboda
Rita;Baldak
Alma;Ko³utnik
Kamelia;Rechwalik
Leontyna;Ratkowski
Zbys³awa;Czornous
Zefiryna;¯arudna
Joachima;Dudkowski
Dobromi³a;Katzke
Laurencja;Breganek
Amadea;Brunkiel
Strze¿ys³awa;Hiciewicz
Jarmi³a;Pligge
Gerarda;Tranda
Materna;Aikins
Bernadetta;Doluciñska
Waleria;Wojtonowska
Ewdokia;Skipa
Roœcis³awa;Ba¿owski
Rita;Kowel
Kallina;Prêciuk
Filipina;Foculak
Adelajda;Gawryszuk
Seweryna;Zwolana
Pia;Sadalski
Antonina;Cho³abis
£ucja;Dreszlewska
Budzis³awa;Karwala
Judyta;Tuchel
Apolonia;Oberda
Rajmunda;Ciecharzewski
Areta;Ciepat
Afrodyta;Ciosto
Leopolda;Balo¿
Orchidea;Pojanis
Waleriana;Marchu³
Augustyna;Durdka
Emiliana;Zajczuk
Amelia;Gerdel
Renata;Gorowy
Pola;Sianiewicz
Aisza;Bielaków
Kamila;Martinsson
Aga;Koziel
Aspazja;Erhard
Ernestyna;Batarewicz
Bo¿eciecha;Pietroñ
Dobrochna;Zgrendek
Olga;Suttor
Epifania;Downiak
Eliza;Hanatowicz
Wrzes³awa;Sielezniew
Ariela;Kiereciñski
Irena;Darniak
Gryzelda;Siroktin
Arleta;Rewinowicz
Narcyza;Feig
Ewdokia;Bergander
Dobros³awa;Gereñska
Sara;Chodos
Stanis³awa;Szirmak
Justyna;Rozembaiger
Adelajda;Kusztelek
Marlena;Smylla
Jagoda;Misa³a
Perpetua;DŸwiglewska
Filomena;Hontscharuk
Florentyna;Drapaluk
Regina;Ba³a³ajko
Eryka;Gubadula
Boguchwa³a;Wegier
Jagoda;Marchowicz
Epifania;Klimas
Isaura;Jajczyk
Selma;Sudak
Dionizja;Rostalski
Warwara;Op³otek
Gra¿yna;Failert
Inga;Dedryniewicz
Wincenta;Dandzward
Dagmara;Bociurko
Potencjana;Dima
Dalida;Zie³bicka
Pola;Snyczak
Nonna;Mikolajczyk
Boles³awa;£ukaniec
Kamelia;Pajowski
Ludomi³a;Barciok
Anita;Kurel
Bo¿ena;Langanki
Aurelia;B³a¿ejów
Eudoksja;Mochy³a
Kamila;Habaczuk
Margareta;Mat³aj
Przybys³awa;Ceciwoda
Rudolfa;Kruko
Wiêces³awa;D³uganowski
Laura;Mieszo³a
Rudolfa;Pauliewicz
Leopoldyna;Krêzoch
Patrycja;Wrotyñski
Pia;Kozi³ek
Daniela;Hydzyñski
Miriam;Silberman
Boguta;Dymerski
Roberta;Wdowiczenko
Wszemi³a;Kryszczyk
Natasza;Sacchetti
Georgia;Maciejusz
Marcjanna;Warcho³ek
Radzis³awa;Parcej
Dagmara;Siwiór
Bernardeta;Niemczek
Cyntia;Wirek
Przemys³awa;Pistl
Dionizja;Paradecki
Imis³awa;Cêncelewska
Enema;Krzenik
Fryda;Banachowski
Erwina;Ba³³a
Rozalia;Szkica
Sewera;Norwisz
Czes³awa;Renarda
Wierzchos³awa;Durke
Rajmunda;Nagajski
Fryderyka;Burlita
Martyna;£eroœ
Liliana;Kukor
Marzena;Werewka
Joanna;Sitaj³o
Arletta;Parczeñski
¯egota;NaroŸniecka
Miriam;Wiwer
Gerarda;Gubkin
Inez;Doise
Anna;Chnik
Petronela;Szmokaluk
Laza;Paroll
Sylwia;Juruszczak
Beda;Filewski
Mirabella;Deichold
Wszebora;Garmus
Ligia;S³otylak
Ró¿a;Naumann
Amanda;Oszmankiewicz
Abigail;Ciupiak
Gustawa;Suszkiewicz
Zenona;Macyra
Laura;Pajiæ
Milenia;Kajdyniak
Agnieszka;Adakimowicz
Nonna;Igliczka
Perpetua;Trump
Tekla;Drêszcz
Epifania;Go¿dziela
Zefiryna;Przowdziono
Sonia;Herasimczuk
Wyszeniega;Dorofej
Ingeborga;Salwach
Teofila;£yjak
Ulryka;Rejmisz
Brygida;Szwala
Norma;¯ondarczyk
Gertruda;Papierkiewicz
Gizela;Knyczewska
Mironiega;Mikieta
Oriana;Mozio
Berenika;Bogdak
Eleonora;Kleszczewski
Wiêcemi³a;Tytyburska
Maria Magdalena;Heimig
Lea;Myr³a
Adelajda;Kalamar
Loretta;Chrabonszcz
Krzesis³awa;Krzy¿toñ
Adelina;Wo³oszuk
Diomeda;Cho³mek
Bogna;Hollitscher
Klotylda;Gazdeczka
Scholastyka;Bossard
Diomada;Diduchiw
Borzys³awa;Kasprzak vel Rosiak
Tacjanna;Blumtritt
Benita;Beikowska
Dominika;Tyczyno
Jeros³awa;Patrzk¹t
Afrodyta;Unkiewicz
Hildegarda;£ysawa
Oksana;Gruszewicki
Walentyna;Jucherski
Afrodyta;Zdrach
Rita;Wiedelicki
£ucja;Chytryk
Dobros³awa;Szmiendowski
Oriana;Johannson
Lucjola;Szypuski
Fryda;Kupriaszkin
Emerencja;Notoñski
Rajmunda;Di-Giusto
Borzys³awa;Woytkowska
Jolanda;Warmans
Ilia;£urzykowski
Arleta;Czernetzki
Aisza;Carapiej
Kryspina;Spiegla
Georgina;P³ucieñczak
Beata;Szleng
Kalina;Poczek
Ma³gorzata;Boziaka
Ludwina;Zenger
Pia;Pietraœ
Krzesis³awa;Kolanecki
Nora;Stauf
Kornelia;Szpruch
Godzis³awa;Choœcielewska
Enema;Horwatt-Bo¿yczko
Cyriaka;Szerauc
Marietta;Zawalnik
Laurencja;Ks¹dzyna
Sawa;Kordelewicz
Zenobia;Wagerman
Taida;Rapliñska
Ignacja;Frodyna
Sieros³awa;Sele¿an
Felicja;Persel
Agata;Chajnów
Telimena;Wikarjusz
Krystiana;Chwiendasz
Aneta;Radziniewski
Eleonora;Badziony
Bogna;Wóicik
Trzebis³awa;Ankijaniec
Lilla;Pudlak
Asteria;Powilan
Geraldyna;£ysiakiewicz
Honoryna;Charyza
Jaœmina;Hausemann
Kaja;Nikrandt
Alicja;Czechór
Apolonia;Dorwald
Galla;Rozów
Eliza;Mêtek
Barbara;Bodowska
Wyszeniega;Ciulija
Glikeria;Szamankowska
Aleksandra;Schlisz
Beatrice;Predjon
Sulis³awa;Derlaczyñska
Swet³ana;Przecieszewska
¯anna;Dyni¿yñski
Loretta;Mylek
Abigail;Marmulak
Kinga;Jasiuczenia
Eudoksja;Karólewski
Donata;Witkiewicz
Pia;Sandy
Wac³awa;Galiñ
Michalina;Tail
Przemys³awa;Petru³an
Jolanda;Pasynek
Klaudia;Szajny
Wanda;Namiak
Gilda;Sudziak
Fryda;Sobiesniewski
Rozalia;Bunata
Boñcza;Szwagrzak
Œwiêtochna;Jewtuszko
Cieszys³awa;Dedkiewicz
Eudokia;Karnosiecka
Ewa;Tiotias
Katarzyna;Ballak
Weronika;Torucki
Amelia;Biniasz
Magdalena;Grzêbkowski
Ludwina;Nieworowska
Lidia;Tefanowicz
Miranda;Werbi³owicz
Geraldyna;Zielek
Emma;Kosciarz
Margot;Broniarczak
Madlena;Mandzyñ
Gryzelda;Chorazki
Bazylissa;Dawinek
Mirabella;Szfran
Scholastyka;Trzensimiech
Strze¿ys³awa;Sprenda³owicz
Wis³awa;W¹chara
Amadea;PodczyŸnicki
Wielis³awa;Sodzewiczny
W³adys³awa;Giedrojt
Boguchwa³a;Placzyñski
Kamelia;Finkenstet
Emma;Go³ombecka
Kleopatra;Chwo³czyñska
Orchidea;Gruttner
Domas³awa;Blaustein
Gracjana;Œwiederek
Monika;Sapierzak
Anatolia;Fortuñski
Sobies³awa;Œwiadysz
Benigna;Domaga³³o
Domas³awa;Kolub
Seweryna;Pyczfeld
Ada;Stokrocki
Bernardyna;Bowañska
Dziers³awa;Szysz³owicz
¯anna;Jaskmanicki
Pamela;Klernasiewicz
Daniela;Spiess
Godzis³awa;Chabreszewski
Diana;Duchaczek
Oliwia;Przêczek
Ramona;Zyliñski
Liza;Jaschik
Iga;Czernew
Drogos³awa;Szubrich
Kolombina;Neymark
Aneta;Stajdak
Irma;Szko³ek
Borzys³awa;Kajsan
¯aneta;Hoinkiœ
Benita;Kostysko
Wiêces³awa;Lejchmic
W³adys³awa;Marzkowska
Hildegarda;Wójdziak
Jewdocha;Boteczko
Kordula;Bienenda
Imis³awa;Kolitt
Tatiana;Perehaluk
Chwalis³awa;Matzke
Barbara;Jeszke
Olga;Chlewnicka
Joachima;DrêŸla
Jolanda;Szp¹drowski
Wiktoria;Dall
Wiktoria;Przywarciak
S³awa;Dzumbelar
Ludomi³a;Wollmann
Sabina;Kurpiech
Bryda;Kanzlers
Ksaweryna;RiŸnik
Wiêces³awa;Sluza³ek
Eunika;Kalack
Wiera;Bia³ogrzywiec
Wiktoryna;Benedziuk
Oksana;K¹derek
Magda;Losinszek
Sebastiana;Gra¿lewska
Borzys³awa;Gwardzak
Gertruda;Flejszczak
Izabela;Tempel
Patrycja;Cisoli
Trzebis³awa;Strz¹bska
Wenesa;Kinkiel
Wac³awa;Brunkowski
Jarema;Zylla
Wiwanna;Bedenak
Filipina;Smêdek
Bernadeta;Ripll
Selma;Gierwinowicz
Emiliana;Cynta
Waleriana;Bispu³a
Neomi³a;Soliszko
Adelina;Karlinowska
Józefa;P³azalski
Emerencja;Baganc
Kleopatra;Awramiec
Przybys³awa;Sucina
Julianna;Pszczoliñski
Sewera;Mysiura
Agata;£apiewnicka
Hildegarda;Lichtur
Ludwika;Szniersztajn
Laurencja;Mareniec
Amata;Kajsaniuk
Wanda;Antymos
¯egota;Gize
Hermina;Gurnecki
Orchidea;Kopa³czyñski
Berenika;Chernas
Adrianna;Miszczych
Fryda;Saœ
Mi³a;Popner
Marcelina;Sobczak
Wojciecha;Ogienieski
Stella;Czê¿
Ludomira;Rajczek
Bo¿eciecha;Ga³upa
Aldona;Borwina
Loretta;Pascal
Hortensja;Sokal
Geraldyna;Waszkun
Józefa;Lesiczok
Stronis³awa;Konewczyñski
Wincenta;Pastyrniak
Walentyna;Pó³groszek
Tatiana;Narkun
Samuela;£y¿bicki
Dorota;Przybu³owski
Arleta;Walma
Irma;£ajdamik
Drogos³awa;We³ykanycz
Balbina;Burega
Taida;Sokalczak
W³oœcis³awa;Czasnyka
Ligia;Michalczewski
Zyta;Pietrzala
Alma;Moderny
Marzena;Macholak
Godzis³awa;Chodzicki
Salome;Skóratowicz
Jolanda;Baniarz
Ozanna;Babilon
Huberta;Mykas
Ilia;Wyrowski
Lora;Rybyœæ
Sylwana;Gremkowska
Tamara;Grê¿owska
Dominika;Kornota
Jewdocha;Zarba
Justyna;Maksyminko
Œcibora;Przebodobna
Eryka;Pryhnar
Aniela;Banielski
Dorota;Bolubasz
Wszebora;Sempoliñski
Cecylia;Wois
Eliga;£acenko
Nikita;Cuprik
Adelajda;Jêtczak
Marcela;Gieza
Ifigenia;Bystro
Nadzieja;Specjal
Ludgarda;Nieminen
Tacjanna;Toczyk
Leopoldyna;Uczko
Hilaria;Plezner
Epifania;Kutyka
Aurora;Fedak
Eudokia;Choryñ
Tamara;Kater¿aba
Witolda;Lutek
Felicjana;Chudobej
Janina;Dujas
Joachima;Zbros
Stronis³awa;Muskietosz
Violetta;Baister
Bogna;Trzaœniewski
Szymoneta;Gerstacker
Dobromi³a;Sa³amowska
Domicela;Trendowski
Loda;Mataniak
Nadia;Mosiewska
Adamina;Ersepke
S³awa;Sobaczyñski
Wyszeniega;Gajdasik
Ewa;Fidór
Ilia;Kolanik
Kunegunda;Windeck
Lubomi³a;Fonckiel
Ingrida;Nieckula
Lucyna;Grodski
Paula;Kapnach
Asteria;Harasimków
Boguwola;Czistan
Amata;Demianiuk
Kunegunda;Subisz
Bo¿eciecha;Piestrzeniewski
Brygida;Gdryñ
Tolis³awa;Oksmowicz
Sybilla;Gaila
Henryka;Sengpiel
Ligia;Samulek
Dobroniega;Lasczyk
Agata;Hawrelczuk
Gabriela;Nieglujewicz
Wiera;Serwotka
Oktawia;Sokó³ko
Fortunata;Foœ
Marlena;Zuchwicz
Eryka;Kirszniak
Huberta;Litowczuk
Aurora;Maloñska
Julietta;Gatnek
Witolda;Legie¿yñski
¯egota;Roemer
Arleta;Wessalowski
Konrada;Jirowski
Marta;Gierstberg
Anita;Rutlowska
Boguta;Szemelpfenig
Wierzchos³awa;Uczkiewicz
Isaura;Kuriej
Saba;Pichalak
Jolanda;Kozbur
Szeliga;Mury
Marita;Grumuza
Wrócis³awa;Kahaniak
Iga;Lekrocki
Rajmunda;Gusztyñ
Scholastyka;G¹sienica-Walczak
Wiêcemi³a;Pietrs
Diana;£abenski
Daria;Nahaczewski
Mi³os³awa;Opsiak
Ewelina;Chamracka
Eryka;Wieliczkowicz
Florentyna;Mikiuk
D¹brówka;Konsala
Dobromi³a;Boba
S³awomira;Rydry
Wincentyna;Ville
Wyszeniega;Zniewiarowska
Dobros³awa;B³aduñ
Cyriaka;Pó³totak
Pryscylla;Nataluk
Urszula;Kornet
Grzymis³awa;Smolarkiewicz
Toma;Dadusz
Samanta;Gorodniczuk
Lucjola;Kamfonik
Hermenegilda;Jasialek
Dianna;Krzyszowiec
Bibianna;Pollnowski
Eulalia;Czajwa
Lubomi³a;Szpilek
Epifania;Ch¹dalska
Leona;Wawronik
Petronela;Kolberczyk
Luba;Drallmer
Toma;D³ubak
Bernardyna;Dziumyk
Izolda;Gozduj
Ilia;Ogrzewa³a
Pudecjanna;Usiukiewicz
Emiliana;Go³ek
Mi³os³awa;Butuk
Norberta;Domaschke
Gaudencja;Szilwian
Ryszarda;Spiecha
Albertyna;Wyszygrodzka
Sylwana;Sas-Nowosielski
Ifigenia;Mieroszewicz
Matylda;Mosczyñski
Luiza;Krudos
Faustyna;Robaszewski
Innocenta;Horbnik
Tworzys³awa;Zoba
Mirabella;Jewniewicz
Alfonsyna;Waksmund
Iryda;Geñcza
Kaliksta;¯muda-Szura
Pudecjanna;Ladman
Saba;Kamienobrocki
Nikita;Asfal
Dajana;Ciroñ
Ruta;Ga³uchowski
Krzesis³awa;Klemendorf
Matylda;Jakwiert
Waleriana;Chobodow
Amata;Zeszota
Niemira;Tarsalewicz
Ida;Widun
Domos³awa;Burghardt
Dagmara;Buckacz
Karina;Lijek
Warwara;Ch¹dzyñski
Goœcis³awa;Gonschorowska
Luba;Elschläger
Flora;Collik
Koleta;Morgala
Eliga;Kodyszewska
Helena;Baraschewska
Eliga;Koczocha
Dina;Wrêeczycka
Tekla;Hehner
Sieros³awa;Sowowski
Ifigenia;Rebizand
Leopoldyna;Swiszczu³ka
Bratumi³a;Gatmar
W³adys³awa;Gwêdrowski
Adriana;Paschka
Iwona;Zemon
Eudokia;Smia³kowski
Iwa;Bêdz
Jaœmina;Janowski vel Kru¿yñski
¯aneta;Mo¿d¿onek
Saba;Grobelski
Wojs³awa;Zamojda
Nonna;Czerkoski
Adolfa;Swiryd
Zula;Steniszczak
Manuela;Gorza³ka
Lilianna;Gajdosz
Norberta;Bauwens
Adolfa;Gnieworski
Manuela;Hilnarowicz
Lubomi³a;Syæ
Witos³awa;Kassenberg
Amelia;Kupferman
Samuela;Fejtek
Izolda;Rune
Adela;Waszenda
Strze¿ys³awa;Gamu³ka
Taida;Kapsul
Kryspina;Koæba
Ksenia;Dodorczuk
Filomena;Pudzisz
Zdzis³awa;Kamolz
Salomea;Kuropaciñski
Odilla;Capelik
Trzebis³awa;Dix
Lubosza;Kisro
Inez;Siódmiak
Bo¿eciecha;Kêmpka
Kolombina;Rippl
Gracja;Siroktin
Cieszys³awa;Dolgopo³
Benedykta;Blajzerska
Pelagia;Nachuluk
¯anna;Jeszczok
Sandra;Czembrowicz
Diomeda;Wypch³y
Roberta;Korbik
Aurelia;Dymitriatis
Areta;Romelczyk
Samuela;Psurski
Swiet³ana;Czwórnok
Oda;Durko
Ewelina;Rehfeldt
Wierzchos³awa;Byszczyj
Ilza;Gazdulski
Szarlota;Worobecka
Lechos³awa;Anatolec
Leopolda;Hatak
Mirella;Wabnica
Loda;Lorand
Wrócis³awa;Szmecner
Anna;Pancarowicz
Koleta;Dowgiery
Krzesis³awa;Kaczmaryk
Inga;Kolpi
Mironiega;Wêsierski Tesen
Szeliga;Jurdaszys
Andromeda;Waskul
Zyta;Dacug
Linda;Gosiad³o
Rafaela;Krysta³
Melania;Srul
Fabia;Granaszewski
Renata;¯andarmski
W³adys³awa;Pasztaleniec
Trzebis³awa;B³êka
Bryda;Po³ulich
Koleta;Stajndorf
Emerencja;Kryczko
Berenike;Honig
Paula;Kwaszko
Borzys³awa;Wzorczyñska
Lora;Rahilewicz
Kleopatra;Honesti
Agnieszka;Marzejan
Dobrocha;Knyæ
Kaliksta;Grucholski
Teodozja;Dmitry
Monika;Grzegórzak
Hildegarda;K¹dzielski
Adela;Mozdrzoch
Judyta;Ko³yszew
Przec³awa;Galezia
Donata;Wenc³aw
Carmen;Potoroczyn
Bernardeta;Kroff
Adolfina;Chiñcz
Taida;Kamont
Toma;Deckowski
Alfreda;Kornblit
Bêdzis³awa;Sodorski
Ksenia;Geszewska
Manuela;Fiklus
Konradyna;Daniellczyk
Fryda;Krzychala
Petronia;Greszta
Amelia;Gubernak
Daniela;Chona
Barbara;Ziêtara
Marietta;Bagijew
Kosma;Pikullik
Lena;Czornecka
Ewa;Brelewski
Ludomi³a;Tamka
Benigna;Ze³em
¯egota;Myca³ka
Kleopatra;Janoschek
