Sulis³aw;Galjon
Cieszyrad;Buryan
Emanuel;Dietrichson
Rut;Kaleja
Cieszygor;Rendic
Zdzibor;Brycul
Hermes;Pichaczek
Nawoj;Ko³oñska
Domicjan;G³azdowska
Dionizjusz;Andrejków
Auksencjusz;Szylendowski
Saul;Serakowska
Bo¿eciech;Sabasz
W³adymir;Do³owy
Ariel;Zym³a
¯ytomir;Odo¿yñski
Gerard;Mauersberger
Goœcimi³;Ramadan
Uniegost;Wiereszka
Bazylid;Belchmerowska
Lutos³aw;Fost
Telesfor;Kuratow
Gaudencjusz;Pysze³
Bo¿ebor;Choliwski
Telesfor;Limaszewski
Chocies³aw;Kru¿el
Urlyk;Kunderewicz
Eliasz;Klobuszewski
Ciechos³aw;Pau³o
Erast;Konowicz
Walentyn;Landrowska
Alan;Gucweler
Abdiasz;Forytarz
Domicjan;Gwaciñska
Bazylis;Kasproniak
Florian;Mieñczyk
Machabeusz;Talibow
Józefat;Æwihu³a
Manswet;Kosidor
Dobronieg;Eronim
Borzys³aw;Bagder
Gajusz;Giszkieluk
Imis³aw;Racz
Czech;Fanulska
Sulibor;Kieœkiewicz
Magnus;Rogorzyñski
Marcjal;Fradis
Miromir;Zdremka
Zacheusz;Strzemieczyn
S¹dos³aw;Ch³ud
Bogus¹d;Krejnin
Dionizy;Adamczyk vel Adamek
Siestrzemi³;Olembski
Hugon;Galejewska
Les³aw;Frejlak
Domas³aw;Dusterheft
Wszeb¹d;Zycz
Felicjan;Jaroszka
Sozant;Chl¹stawa
Cierpis³aw;Atamañski
Roger;Hubek
Sergiusz;Gorza³czana
Romeo;Zygad³o
Stojmir;Goda
Bazyliusz;Ungor
Justyn;Nieœpio³
Kornel;Westfalewski
Tymon;Koren
Makary;Seres
Radzim;£engowicz
Pakos³aw;Nostik
Czesemir;Neneman
Chocies³aw;Dadusz
Wespazjan;Schenker
Wrócimir;Poczo³ek
Miros³aw;Keneyr
Ludomi³;Kaczmarz
Nelly;Chi¿uk
Krystyn;Stró¿ecki
Roch;Winciorek
Stanis³aw;Arnusiewicz
Uriasz;Grzêski
Cyrus;Kurpiech
Œwiêtope³k;Magritta
Liboriusz;Pierasik
Rainer;Gallego
Rajmund;Zogrecki
Patryk;Berlong
Gotfryd;Szwydek
Boromeusz;Hanczk
Bo¿ymierz;Ba³ecki
Remigiusz;Biha³owicz
Racibor;Kawalirzyn
Rajmund;Futawka
Mi³ogost;Greca
Filemon;Rydel
Felicysym;Runisz
Godfryd;Kalak
Onufry;Paniewasz
Zygmunt;Hepnerowski
Martynin;Wielengowski
Alpinian;Gabhardt
Jakub;Dyt³ow
Heliasz;Ha³cnowska
Maciej;Udud
Tacjusz;Czeka³owski
Martynin;¯o³nierczuk
Bogus³aw;Smijewska
Zygmunt;W³omiñski
Jac³aw;Aschkenazy
Paulin;Bartusi
Daros³aw;Chupiñska
Wito³d;Schliwa
Magnus;Piejrzak
Laurenty;Blawath
Longinus;Fedorowicz
Redogort;Arteniuk
Iwan;Blychowska
Romuald;Skar¿yñski
Trzebowit;Cwerankiewicz
Teobald;Bezduda
Floryn;Bamisz
£êkomir;Moradas
Rodryk;Gêbola
Pudens;Pelczarski
Dobromys³;Kólak
Izydor;Czepelew
Laurencjusz;Maœlik
Hugo;Dyzba
Hugo;Fercak
Cieszymir;Rusiniek
Hegezyp;Sokalczuk
Artemon;Dubysz
Wszemi³;Muchar
Goœcis³aw;Sazan
Mateusz;Rominiak
Wszemi³;So³obaj
Andrzej;Niedospio³
Artur;Fordañska
Kewin;Krupke
Radomys³;Zioberczyk
Lechos³aw;Dêbita
Herbert;Chwalenia
Mi³osz;Robis
Nestor;Kawêdek
Soter;Nasimek
Galezy;Mie¿yñski
Tymoteusz;Wazacz
Witomir;Kronenbaum
Gilbert;Rosjan
Strze¿ys³aw;Pandra
Lutobor;Bobruk
Zbis³aw;Primowicz
Tymoteusz;Chiberski
Bazyli;Chetnik
Walenty;Pluta-Plutowski
Eustachy;Bereszczañski
Kewin;Grzegonkiewicz
Rufus;Baumagartner
Krystian;Warzkowska
Tworzymir;Marczenia
Godzis³aw;Ciura
Przemi³;Gzin
Wis³aw;Haureliñski
Unis³aw;K¹dalski
Bogumi³;Neymann
Bronimir;Stipek
Iwo;Niederfeld
Kalistrat;Drostek
Borzys³aw;Mia³kaœ
£ucjusz;Klimszka
Bo¿ys³aw;Bysiewicz
Witold;Akienter
Siestrzemi³;Senka³a
Wojs³aw;Piêtaj
Emanuel;Gomulczyk
Edward;Sewczyñska
Szczepan;Zy¿a
Amedeusz;Guterko
Dobros³aw;Elzenberg
Joachim;Bogus³awa
Pakosz;Kadeñska
Goœciwit;Sawaniewski
Gawe³;Zêbrowski
Jerzy;Rawicz Kosiñski
Adam;Jucha
Marcjal;Ko³powski
Agenor;Sutty
Gotard;Rzeszewski
£ucjusz;Guevara
Taras;Urzyczak vel Urzyca
Edgar;Nedbalski
Nieznamir;Dubos
Florentyn;Krzyniecka
Trofim;Pece
Miromir;Gabiœ
Wielis³aw;Sowich
Robert;Bawel
Patrycy;Siemiacki
Euzebiusz;Szprêgier
Krzesimir;Patara
Hilary;Mordzanowski
Heliasz;Rabuszko
Serafin;Kapszyk
S¹dos³aw;Horajzer
Urlyk;Maksymczyk
Wszemi³;Kalela
Przes³aw;Oko³owicz
Alfons;Jurlik
W³odzis³aw;Makas
Izajasz;Krawyntak
Domos³aw;Jêszyñska
Gerwazy;Jewdoszenko
Budzimir;Wawrzusin
Teobald;Birencwajg
Leonidas;Musisz
Pawe³;Osi¹g³owska
Niedamir;Pucia³owska
Bazyliusz;Chodurak
Warcis³aw;DŸbañska
Antoni;Uhryniuk
Aurelian;Gelberg
Ireneusz;Batryñczuk
Roœcis³aw;Kopciuch
Wirgiliusz;Konferowicz
Tomasz;Sobieralski
Zbylut;Onowczak
Naum;Do³golewski
Racibor;Tausenwald
Wiktoriusz;Cieszka
Benon;Demec
Niegomir;Taszczi
Oktawiusz;Bieczyc
Dobromys³;Pechiñski
Szczepan;Zêba³a
Trofim;Sitasek
Rupert;Skolasiñski
Szwieciech;Basnus
Dobiegniew;Emielitta
Jaromir;Berdek
Dobies³aw;Jandernal
Orfeusz;Kobacki
Wiktoryn;Chornecka
Konstantyn;Weoman
Trzebimir;Zberaz
Barnabasz;Deretko
Orestes;Cmatowicz
Rodryg;Bierzcha³a
Budzimir;Bagnowiec
Kazimierz;Demydczuk
Radomys³;Austen
Ewaryst;Rajkiewicz
Judasz;Krawszyk
Œwiêtomir;Koszubal
Angelus;Dyniec
Beatus;¯ero
Herkulan;Matlegiewicz
Ruprecht;Nydolny
Andonik;Frêæ
Wenancjusz;Ma³oszewicz
Zbyszko;Brad³o
Lutogniew;Krêzowicz
Anatol;Dobrat
Terencjusz;Awianowicz
Godzis³aw;Banczyk
Patrycjusz;Szyndlar
Paschalis;Salmon
Balcer;Galiczek
Godfryd;Jurczyœ
Wiktoriusz;Halich
Czêstogniew;Chwy³a
W³adys³aw;Golaczek
Klement;Mintus
Sylwery;Rachnicki
Hadrian;Romacki
Uniemys³;Droœliñska
£adys³aw;W³uczkowski
Bogumir;Ob³aŸny
Lutogniew;Richl
Pakosz³aw;Ciê¿kiewicz
Fryderyk;Ciercelska
Radociech;Potasz
Herakles;Wit
Warcis³aw;Bryker
Miron;Dzieciontkowska
Radzim;Pieczysta
Aleksy;Zantiras
Ananiasz;Szyrwiel
Jacek;Tkaczewski
Lilian;Gotaœ
Gustaw;Jurowiec
Hortensjusz;Koniuszaniec
Rainer;Korkoz
Job;Bugdal
Zygmunt;Ustijanowski
Angel;Sapina
Pakosz;Schatkowska
Achacy;Artiuch-Artiuszkiewicz
Cieszys³aw;Falaschek
Spycigniew;Ost
Odo;Dymow
Jerzy;Bojañczyk vel Bujeñczyk
Cyprian;Tragacz
Konrad;Steiness
Czêstowoj;£optacz
Lucjan;Bolisêda
Blizbor;Puderek
Galezy;¯agacka
Achacjusz;Wensiorski
Alan;Ochar
Sulis³aw;Przyby³a
Zorian;Gembartowska
Bo¿ydar;Kolokithas
Roderyk;Bar³o¿yk
Przybymir;Zamiechowski
W³odzimir;Pezler
Ulryk;Redestowicz
Dobromi³;Kuœwiacki
Bo¿ebor;Nyks
Achacy;Kulszczyñska
Jan;Sternal
Joachim;Kolmasak
Nahum;Niedzioch
Dymitriusz;Ulryk
Antym;Piescioch
Duszan;Gorniczek
Dacjan;Olkusiak
Mieszko;Osztop
Niegomir;Krajetzki
¯ytomir;Putniakiewicz
Leonid;Pikard
Mas³aw;O³tarski
Spirydion;Kryskow
Izydor;Spólniewska
Jan Nepomucen;Pulewicz
Szczepan;Maksyma
Radek;Nadolski
Dobros³aw;Wyskupajtis
Innocenty;Lichte
Kasper;Piepsznik
Lenart;£aparewicz
Wiêcemir;Pawlytta
Eustachy;Waroszy³o
Dziers³aw;Morik
Chrystian;Wuda
Sieciech;Pierchata
Paramon;Obrók
Teofil;Syslo
Izydor;Schafhauser
Magnus;Boguda
Kornel;Pigie³
Sylwan;Rozoñska
Lucjan;Nisterczuk
Olech;Curóz
Niedamir;Gutsch
Wiêczys³aw;Bannach
Rygobert;Kokorakis
Damaris;Sachaszczyk
Ambro¿y;Chwieralski
Eugeniusz;Kupczykiewicz
Klet;Grugarczyk
Jozafat;I³owiecki
Bogus³aw;Niestrój
Franciszek;Bierowiec
Patryk;Wa¿yk
Ursyn;Cioszañski
Wszegniew;Petrajczyk
Twardos³aw;Pluciniok
Maksym;Pasacka
Adaukt;Wakulin
Witomys³;Greka
January;Czasnkowska
Wolfgang;Badel
Antym;Frauczuk
Czcirad;Starzomski
Aurelian;K³osek
Bazylis;MoŸdzer
Borys;Biber
Dobies³aw;Kiejzewicz
Imis³aw;Handrewicz
Hygin;Starogardzki
Zbis³aw;Aromin
Bart³omiej;Anczkowski
Ninomys³;Gielarski
Juliusz;Piekutkowski
Ursyn;Naumorowicz
Bartosz;Djonowic
Toligniew;Koga
Bolemir;Dietczyk
Ders³aw;Szarogrodzki
Wrócimir;Mordzonek
Burchard;Auslender
Domas³aw;Imelczyk
Bronisz;Kanerek
Zbros³aw;Pod³o
Ignacy;Slowicka
Budzigniew;Hawrylewicz
Niegos³aw;Merder
Alf;Kielnerowski
Czêstobor;Dindorf
Aron;Brzemkowski
Nahum;Poda³a
Malwin;Kordyak
Bazyl;Dysiewicz
Cezary;Choczek
S³awobor;Imbiorowicz
Dacjan;Sobieszczyk
Witomys³;Miszecki
Florentyn;Góralczak
Nikifor;Perlis
Œwiêtobor;Ziêciuk
Honoriusz;Zalcer
Marceli;R¹cz
Dobrowój;Zuchelkowski
Delfin;Hachulla
Strze¿ywoj;Gu³ajski
Rados³aw;Cudziak
Auksencjusz;Rowol
Leonidas;Œwie¿añska
Seweryn;Famirski
Czcibor;Blucha
Marcin;Pieszczuk
Kasjan;Nojgebaor
Fabrycjan;Kupran
Jan Chryzostom;Demitrenka
Eudoksjusz;Lamler
Walenty;£ukamienko
Alfons;Dlu¿yñska
Bertram;Szwajnar
Germanik;Mandycz
Budziwoj;Kolemko
Ubald;Gebartus
Sawin;Gdanietz
Cieszys³aw;Gierzyska
Ernest;Szweycer
Gerald;Œmilowski
Goœcimir;Dzialak
Lambert;Szeñ
Kamil;Budziach
Rajnold;Westwañski
Salezy;Kubrak
Naum;Garnczarz
Korneli;Hryciow
Jaczewoj;Bisluk
Martynian;Jechna
Nawoj;Kunikiewicz
Gerard;Czarniecha
Chociebor;Forczewski
Eustachiusz;Bi³az
Œcibor;Bochuszko
Idzi;Do³ba
Maciej;Radzioñczyk
Niegomir;Krichner
Pawe³;Sarblewski
Efrem;Lewusz
Jerzy;Broc³awski
Lech;Dowiarska
Dragomir;Schifschyk
Edward;Filowicz
Borys³aw;Gwizdak
Herakles;Sudol
Bêdzimir;Szarbiewski
Jurand;Bó³da³
Domas³aw;Pietraho
Uniemys³;Kubzda
Leander;Lenieszek
Bo¿ymierz;Hornikowski
Sambor;Sieszycki
Mi³ogost;Fedyñska
Zbroimir;Manos
Chryzant;Paw³o
Maksymin;G³ybowicz
Wasyl;Lukesch
Malwin;Falusiewicz
Sergiusz;NaleŸniak
Œwiatozar;Flota
Antoni;Gerleæ
Mi³owit;Jeœke
Eutropiusz;Szembrowicz
Marek;Bublijewski
Noe;Dorowicka
Telesfor;Ogrodniczok
Chwalibóg;Gilert
Nahum;Klabucar
Wszeciech;Matyjaschek
Ulryk;Cherbañski
Klemens;Tychanycz
Mi³owit;Alnert
Julian;Najkowski
Edgar;Wierzchun
Alban;Zaresa
Ezechiel;Neubauer
Benignus;Milaniuk
Floryn;Szaronin
Zefiryn;Dipont
Telesfor;Kierdielewicz
Bernard;Abent vel Wieczorek
Alfons;Harañdziak
Benedykt;Hoziak
Rygobert;Zosel
Artur;Urbañczuk
Miko³aj;Slamena
Cezary;Mondrzewski
Natan;Pazdziejewski
Nehemiasz;Sejmowska
Drogomir;Pêci³o
Eudoksjusz;Ksió¿ek
Ruprecht;Gdyska
Artus;Kiebasz
Achacy;Grygalewicz
Goliat;Chejdukowska
Lilian;Simachowicz
Cibor;Palkus
Faust;Popijakowski
Wrzes³aw;Butryno
Jaros³aw;Hryszan
£adys³aw;Sareda
Alfons;Szibek
Kilian;Piaskowiak
Kwiryn;Potrowiak
S³awosz;Hartley
Zbys³aw;Kartawin
Janusz;Bubeñko
Brykcjusz;Grochmalicki
Chwalimir;S³upiañski
Chociemir;Trawin
Kiejstut;Stegliñski
Wróciwoj;Siemiêtowski
Achilles;Trumin
Emanuel;Siuciñski
Sylwester;Herbulewicz
Przybygniew;Bezruczuk
Mœcibor;Okada
Sambor;Cydrowska
Anicet;Persch
Dobrowit;K³ymczuk
Dawid;Koczerkiewicz
Dalegor;Damrów
Cieszybor;Eibin
Ubald;Fajerbach
Martyn;Repner
Kanty;Kamudulski
Judasz;Jackus
Bolemir;Sztajnhorn
Ageusz;£onnerstag
Rufin;Czarnek
Dobrogost;Cant
Goœcirad;Ikert
Gerard;Rafaj³owicz
Goœcimi³;Kulis
Konstantyn;Bisecki
Igor;Walicht
Nieznamir;Rojner
Jeron;S³odnik
Hubert;Jeneczko
Bohusz;Ostrapiuk
Marcjan;Guryl
Wenancjusz;Bauwas
Franciszek;Baesler
W³adymir;Ksie¿ak
Hipolit;Dato³a
Libert;Zwi¹zek
Ali;Jarma³owska
Krystian;Sowera
Dobies³aw;Doeg
Budzisz;Œwirgul
Lech;Puda³ek
Serafin;P³a¿alski
Bo¿ywoj;Bobij
Mieczys³aw;Kostucz
Enoch;Dubietko
Emilian;Korapyta
Godzis³aw;Che³minika
Borys³aw;Brill
Rufus;Ruchciñska
Bêdzis³aw;Biennek
Klet;Przyby³ok
Nicefor;Tolkmitt
Nadbor;Wnet
Przedpe³k;Obijalski
Emeryk;Szugalski
Placyd;Szejko
Drogomir;Obodzieñ
Otomar;Kupnicki
Sewer;Ciulaki
Beatryks;Heras
Bartosz;KoŸdroñ
Naum;Reinfusz
Erhard;Idryjan
Werner;Szaton
Wirgiliusz;Cyrrys
Dzier¿ykraj;Ka³yñczuk
Helmut;Koeseling
Nemezjusz;Czerni
Olech;Margól
Torpet;Jaworudzki
Sofroniusz;Cho³us
Krzesis³aw;Rudomenko
Amedeusz;Stuguk
Izaak;Kuchmann
Cecylian;Uleyski
Tobiasz;Styrczyla
Myœlimir;Burtula
Niecis³aw;Ewikliñska
Mariusz;Pietuchow
Micheasz;Dzindziel
Sylwery;Blajecka
Adrian;Atejko
Teodor;Bemen
Bazyli;Wierzejewski
Czêstogniew;Dzieszewska
Emiliusz;Deigsler
Sylwin;Wiczuk Wiczewski
Erazm;Frazik
Olgierd;Hoczkiewicz
Wiktor;Suliborski
Arkady;Bemœ
Dalebor;Krasilewicz
Eberhard;Sypryñska
Mœcigniew;Amiliañczyk
Dawid;Haraj
Dariusz;Juszczel
Zbys³aw;Nadrzycki
Gracjan;Pyrga³
Bogusz;Zybon
Rut;Krupecki
Egon;Pokwicza³ vel Roch
S³awosz;Hilka
S³awobor;Miros vel Mirosz
Œwiêtomir;Mierzewski
Jerzy;Batryn
Ezechiel;Gawry³a
Olgierd;Dazarz
Siemirad;Ormiañski
Jeremi;Ra¿na
Telesfor;Pukielowska
Pimen;Opuski
Benedykt;Para¿ka
Roœcigniew;Zimróz
Arnold;Kircuñ
Rodryg;Strzewiñska
Festus;Niecna
Kiry³;Kupinski
Olech;Czegiel
Job;Doliniewicz
Roland;Gratko
Balbin;Nyczkowski
Bernardyn;Cyrkunowicz
Domicjan;Smekala
Stojgniew;Ponik³y
Chocies³aw;Andrejanczyk
Dobiemir;Montana
Hiacynt;Szczybia³kiewicz
Sylwiusz;Skrobala
Onufry;Szaczyna
Fides;Szczetnikiewicz
Bolemys³;Kazarzyñski
Erhard;Ko³der
Lubor;Pawêski
Gajusz;Dzimkiewicz
Artur;Ringowska
Miros³aw;Brymierski
Ulrych;Trajewski
Zenobiusz;Dziadowszczyk
Fides;Piskor¿
Goœcirad;Jab³onski
Zdobys³aw;Macewka
Wszebor;£ugawska
Lubor;Fites
Amedeusz;Kozie³czyk
Sylweriusz;Drabyszewski
Chryzant;Scieszyñski
Gwidon;Lihs
Enoch;Drychliñska
Radzimir;Rymianiak
Kordian;M¹cidyn
Pelagiusz;Mlas
Bazylis;Chwedoñczuk
Myœlibor;Serowa
Walentyn;Domoradek
Lewin;Zaorski
Domamir;Tulich
Wszemir;Makroñski
Dobrymir;Krakuszewski
Oswald;Nejnarowski
Jeremi;Remidzewski
Józef;Rekitnicki
Spycis³aw;Pajaczkowski
Janis³aw;Helejcio
Tacjusz;Bu³ynko
Antonin;Waligórna
Tworzymir;Peterlejtner
Jaromir;Kusowski
Miligost;Chomkowicz
Wenancjusz;P³onko
Wiktoriusz;£ysowiewska
Szymon;Grunalewska
Jurand;Nallek
Agaton;Kubiczak
Kleofas;¯eg¿dryñ
Kryspin;Ko³ek
¯ywis³aw;Dziurdziak
Chryzostom;Osyf
Lew;Ilarski
Marcel;Leœniewicz
Odyseusz;Wutowicz
Imis³aw;Marwart
Germanik;Markiw
Czes³aw;Kurkowicz
Sozant;Szy³³o
Borzywoj;Pozowski
Rados³aw;£aguz
Lubomierz;Hotera
Lew;Kleszek
Rufin;Telzner
Roœcis³aw;Zagiell
Konstans;Gradzielski
Mœcigniew;Orgodnik
Jarogniew;Doniecki
Rufus;Zamiar
¯ywis³aw;Mamelis
Dionizy;Rusiniok
Hieronim;Winczewicz
Dobromir;Drozikowska
Jeron;Katusza
Sobies¹d;Wiejkuæ
Laurentyn;Schulist
Wojciech;Ochrowska
Godzis³aw;Elter
Otniel;Siemowski
Aureli;Pradola
Chociebor;Krystyjans
Sylwin;Surowczyk
Goar;Kajewicz
Czechasz;Naumek
Domarad;KoŸbian
Wojbor;Hologert
Dalebor;Hertes
Dytrych;¯iñczuk
Platon;Konawko
Dobrowiest;Dziecinny
Kain;Milbrat
Aron;Deoniziak
Krystyn;Swierpiel
Dobiegniew;Serbiej
Wirgiliusz;Rudzejczyk
Wszemir;Têsikowska
Feliks;Zaniejska
Egbert;Wojaszczyñska
Zbros³aw;Ibielska
Marcjal;Farbis
Herkules;Habener
Sylwester;Pieczunko
D³ugosz;Harazin
Toligniew;Miciejewska
Spycis³aw;Rixen
Abel;Œlepko
Lech;Karpak
Ozeasz;Srebniak
Dionizjusz;W³asna
Lubomir;Nodymus
Delfin;Tapken
Anastazy;Jermak
Wszeciech;Aschenbach
Walentyn;Dry¿
Bo¿ymierz;Plecing
Wszemir;Hellner
Têgomir;Hammerling
Tacjusz;Stilger
Zefir;Komajnda
Harasym;Kosza³o
Konstancjusz;Kostórz
Les³aw;Koœcijañski
Naum;Hunth
Symeon;Szip
Uniedrog;Spieczyñski
Bogdan;Ba³szewski
Ireneusz;Bettker
Dobrymir;Zdro¿ny
Kanut;£azaz
Alojzy;Maczke
August;Paribek
Namys³aw;Schopman
Bertrand;Seœkiewicz
Arnolf;Kamenz
Humbert;Nedbal
Miron;Gutarew
Hortensjusz;Hliwiadczyn
Pafnucy;Drocourt
Lubomys³;Sachar
Kacper;Turk
Herkulan;Dzieniszowski
Bruno;Stok³owski
Przybyczest;Biedermaman
Stronis³aw;Kisza³kiewicz
Eryk;Ralt
Pafnucy;Katona
Stanis³aw;Ochêkowski
Alban;Rekies
Bean;Piêtko
Barabasz;Gorzelany
Wiktorian;Ryzkowska
Czechoñ;Kukotko
Gajusz;Hyziak
Gawe³;£opionowski
Kanut;Chamio³a
Czêstowoj;Sznedowicz
Manswet;Ciapciañska
Ciechomir;Powieczko
Mêcimir;Purolnik
Bonifacy;Haydrych
Mauryn;Tymoæ
Czesemir;Bibliñski
Ludomir;¯urawicz
Piotr;Nasura
Hugo;Zacharowicz
Odo;Szeszy³a
Hegezyp;Barcharz
Dacjan;Stadejek
Daros³aw;Syndyka
Horacy;Wrzochal
Cieszymys³;Raucht
Bazylid;Janu¿yk
Liwiusz;Immisch
Kain;Srider
Klement;Mo³ata
Daniel;Postler
Axel;Byrdzy
Fabian;Dzikuc
Amedeusz;KuŸdzin
Wolimir;Hamell
Konrad;Drzyñ
Dobrogniew;Zapka
Wszeciech;Szczak
Bertram;Wiktorza
Œwiêtobor;Matelunas
Domarad;Pó³kowiak
Gerald;Budyœ
Czêstomir;Girycki
Uniegost;Drachewicz
Jeremiasz;Fiberger
Wszemi³;Konolej
Dzier¿ykraj;Bursztajn
Jac³aw;Dara³
Lucjan;Ros³ek
Jerzy;Schoknecht
Gos³aw;Grybaum
Œwiêtope³k;Kotrosiñska
Drogomys³;Kamedu³a
Magnus;Hurda
Radociech;Patszyñska
Roderyk;Garszka
Bogudar;Frid
Nelly;Sahn
Radomys³;Bo¿yszkowska
¯yros³aw;Slifiñski
Czechoñ;Rugiel
Czech;Ustyjanowska
Malwin;Smagól
Machabeusz;Niedzwicki
Lubogost;Kiermo¿ycka
Mi³os³aw;Bitomski
Bazyli;Cipciak
Borys³aw;Maksymieszyn
Orestes;Pra¿mowicz
Nikodem;P³uca
Konstancjusz;Chonczaruk
Celestyn;Danisch
Gniewomir;Bogszyñska
Emil;Pusian
Sykstus;Ko³odkiewicz
Wiaczes³aw;Naruszko
Œwiêtope³k;Mielczek
Hugo;Organa
Bratumi³;Kandin
Karp;Zariczuk
Kasper;Ko³³ajtis
Goœcimir;Bi³ec
Radowid;Jendorowski
Mi³ogost;Wan Der Es
Florencjusz;Ku¿nicz
Jac³aw;Wentruba
Porfirion;Dohnal
Siemirad;Supernat
Zdobys³aw;Wewiura
Otto;Be³no
Domicjan;Olekst
Nikifor;Horuk
Antym;Brozewska
Priam;Kuj¹czewska
Sylwester;Specjusz
Iwo;Ratusiewicz
Iwon;Ma³tas
Bazyl;Kazimienko
Alpinian;Nozdryn-P³otnicki
Ubald;K³adzierska
Eliasz;Waleszewicz
Goliat;Jezierczak
Œwiêtobor;Brygañska
Nikanor;Bujana
Wiêces³aw;£ysiewko
Bazylis;Stasicki
Krzesimir;Bodna
Ludos³aw;Langocz
Sylwester;Zdasieñ
Narcyz;Têpka
Charyzjusz;Ewertkowska
Hubert;Bucar
Ciechos³aw;Siebeneichen
¯ywis³aw;Kuptas
Morzys³aw;Mathera
Dobies³aw;Keuer
W³oœcis³aw;Mieszczek
Zygfryd;Kumowski
Ziemis³aw;Kalt
Niemir;Korzuœnik
Werner;Buntner
Noe;Rappke
Witold;Szujecki
Makary;Kam³acz
Tworzys³aw;Sienczak
Lutobor;Sinza
Klementyn;Denbonczyk
Leonidas;Germaz
Radek;Butlowska
Cieszyrad;Pu¿niewska
Jaros³aw;Bo³kotowicz
Malwin;Septel
Wojciech;Kulpieciñski
Lubogost;Kokoszyñski
Czechoñ;Pacuniak
Herakles;Kraszula
Pudens;Ogniew
Przedbor;Kluczark
Leopard;Ciarko
Rodryk;Swêdera
Chwalibóg;Gêborowski
Radowit;Kurtków
Cezary;Zy³owski
Euchariusz;Wêprzêdz
Borzymir;Bistula
Maur;Wowry
Cecyl;Sega
Sobies¹d;Niœciór
Daros³aw;Dome³³a
Albaniusz;Roumani
Bogumi³;Marchel
Izajasz;Rudawski
Ferdynand;Anuchta
Marcjan;Strykosz
Dobrogniew;Chobieniecki
Liboriusz;Naskowski
Wieñczys³aw;Pi³owski
Dobrociech;Sloma
Paulin;Fedusiak
Odil;Czulec
Strze¿ywoj;Grosnowska
Iwon;Gonelko
£ucjan;Makuliœ
Jurand;Szosta³³o
Heliodor;Amielin
Pius;Jarmuntowska
Dariusz;Anastasow
Eutropiusz;Kelepurys
Herakliusz;Bu¿ycki
Leonid;Swidlikiewicz
Rainer;Klimla
Feliks;Pisik
Toligniew;Murlik vel Murlikowska
RenÃƒÂ©;Suzos
Józefat;Dêdor
Lechos³aw;Czekienda
Longin;Drugda
Ananiasz;Jawtysiuk
Juliusz;Personke
Radek;Horbonik
Jac³aw;Sarzankiewicz
Liwiusz;Pierepieñko
Ciechomir;Holboj
Budziwoj;Fruzyna
Erwin;Sze³udko
Bertrand;Zajdecki
Les³aw;Goslar
Wszemir;Waryasz
Maurycy;Chrobotowski
Domas³aw;Sczepaniok
Toligniew;Zarawski
Wojs³aw;Wybierek
Œwiêcimir;Klinicz
Albert;Gontzman
Elizeusz;Go³ówko
Dragomir;Polonka
Nawoj;Tybiankowski
Iwan;Steckow
Arnolf;Cypryto
Abraham;Schlenker
Kondrad;Zdziobek
Gedeon;Czeczemska
Uniemys³;Solenic
Cezary;Labech
Harasym;G³uszek
Andonik;Pa¿ybut
Wielis³aw;S³usarek
Miros³aw;Gabhardt
Siecies³aw;So³uba
Przedpe³k;£astowicz
Chwalis³aw;Klimiczewska
Jan Nepomucen;Dryciarek
Lutos³aw;Grzegórzko
Rajmund;Wiewiurowski
Benignus;Randelli
Dionizjusz;Sabla
Lew;Narojczyk
Ludwik;Gêderka
Drogos³aw;Grz¹bska
Wszeciech;Ch³opczyñski
Lubomierz;Kuliszczak
Boleczest;Ko¿uch
Domarad;Zwolanowski
Spycimir;Toruñczyk
Têgomir;Œwib
Serwacy;Afelski
Zefiryn;Sengota
Bo¿ymierz;Packi
Siecies³aw;Chamanek
Borzys³aw;Tilzer
Pakos³aw;Slizieñ
Patryk;Zangles
Demetriusz;Wagenheim
Ernestyn;Chweœ
Sulibor;Zaliski
Mêcimir;Sobatnik
£ucjusz;Iwaœcieczko
Drogos³aw;Pejakowicz
Œwieciech;Cochal
Gaudenty;Potrañska
¯elis³aw;Faris
Konstancjusz;Ziobran
Laurenty;Talan
Euchariusz;Figa³uszka
Les³aw;Byszyngier
Czcirad;Troll
Donald;Sza³añda
Brykcjusz;Nieækowiak
D³ugosz;Biazicka
Niedamir;Gaponow
Gorgoncjusz;Chemij
Krzesis³aw;Berszteñ
Niedamir;Galperyn
Damian;Harst
Zygfryd;Wydzia³kiewicz
Orfeusz;Moczny
Kajus;Berti
Skarbimir;£yciak
Lutomys³;Marciborski
Broniwoj;Gedwi³³o
Dobromys³;Prajzner
Judasz;Hahorkiewicz
Lubomierz;Sobótkowiak
Wierzchos³aw;Dziaczkowski
Balcer;P³azak
Bogusz;Paro¿yñski
Ildefons;Skêda
Mauryn;Zawiór
Dobrowiest;Pintowski
Sebastian;Nijakiewicz
Lutogniew;Dzieniusz
Sebastian;Krysewata
Kordian;Gierszo³
Bêdzis³aw;Gawelski
Berno;Jacimczyk
Duszan;Szmed
Bazylid;Rohnstock
Wiktoryn;Dzialas
Œwieciech;Mancinlonis
Redogort;Czupid³o
Gniewosz;Cieckiewicz
£azarz;Kojda³a
Antym;Pioñczyk
Afanazy;Cekalla
Goar;Dragalniak
Drogomir;Ligej
Leonidas;Poœledniczak
Dalebor;Pecicki
Patrycy;Eliñski
Bratumi³;Kaszula
Libert;Ziembakowski
